observationId,field,observationStartMJD,t_exp,fieldRA,fieldDEC,seeingFwhmEff,fiveSigmaDepth,skyBrightness,filter
30,a27-1-04,61226.80851851852,90,345.40309999999994,5.094444444444444,1.3507011267639797,22.225868408784144,19.30819658026885,g
31,a27-1-05,61226.80975694444,90,345.40309999999994,2.4966666666666666,1.4124308957378116,22.177556214462943,19.30819658026885,g
32,a27-1-06,61226.81099537037,90,345.40309999999994,-0.1011111111111111,1.098100172016548,22.44956860765255,19.30819658026885,g
33,a27-1-07,61226.81223379629,90,348.05708333333325,-0.1011111111111111,1.5278525492881798,22.09261390945361,19.30819658026885,g
34,a27-1-08,61226.81347222222,90,348.05708333333325,2.4966666666666666,1.149995513601555,22.399696895205818,19.30819658026885,g
35,a27-1-09,61226.81471064815,90,348.05708333333325,5.094444444444444,1.1811901714481554,22.37078509064513,19.30819658026885,g
36,a27-1-10,61226.81594907407,90,350.7110625,5.094444444444444,1.0337059799598003,22.472952278007035,19.223415349774925,g
37,a27-1-11,61226.8171875,90,350.7110625,2.4966666666666666,1.385778467005238,22.156227763824564,19.223415349774925,g
38,a27-1-12,61226.81842592592,90,350.7110625,-0.1011111111111111,1.1462403866909348,22.361341966060944,19.223415349774925,g
39,a27-1-13,61226.819664351846,90,353.3650458333333,-0.1011111111111111,1.3486509743279933,22.18559070804508,19.223415349774925,g
40,a27-1-14,61226.82090277778,90,353.3650458333333,2.4966666666666666,1.0739725229067216,22.4316858589706,19.223415349774925,g
41,a27-1-15,61226.8221412037,90,353.3650458333333,5.094444444444444,1.1261124018595765,22.380480603908342,19.223415349774925,g
42,a27-1-16,61226.823379629626,90,356.01902499999994,5.094444444444444,1.1549735522779687,22.35314186130049,19.223415349774925,g
43,a27-1-17,61226.82461805555,90,356.01902499999994,2.4966666666666666,1.0914522593656195,22.41424899137968,19.223415349774925,g
44,a27-1-18,61226.82585648148,90,356.01902499999994,-0.1011111111111111,0.9370185900655174,22.57895803260328,19.223415349774925,g
45,a27-1-19,61226.82709490741,90,358.67300833333326,-0.1011111111111111,1.4233834185224723,22.209281160341757,19.38928884635344,g
46,a27-1-20,61226.82833333333,90,358.67300833333326,2.4966666666666666,1.515201105551566,22.141693778817825,19.38928884635344,g
47,a27-1-21,61226.829571759255,90,358.67300833333326,5.094444444444444,1.0747774431975934,22.512771801481893,19.38928884635344,g
48,a27-1-22,61226.83081018518,90,1.3269874999999998,5.094444444444444,1.0470571892127003,22.540978087323413,19.38928884635344,g
49,a27-1-23,61226.83204861111,90,1.3269874999999998,2.4966666666666666,1.1690480244445076,22.421987004606105,19.38928884635344,g
50,a27-1-24,61226.83328703704,90,1.3269874999999998,-0.1011111111111111,1.0068906189000637,22.583194601744523,19.38928884635344,g
51,a27-1-25,61226.83452546296,90,3.980970833333333,-0.1011111111111111,1.3773180677268069,22.244843799803505,19.38928884635344,g
52,a27-1-26,61226.835763888885,90,3.980970833333333,2.4966666666666666,1.1900957166517432,22.402713917371997,19.38928884635344,g
53,a27-1-27,61226.83700231481,90,3.980970833333333,5.094444444444444,1.266821623689415,22.335218941181548,19.38928884635344,g
54,a27-1-01,61226.84047453704,90,342.7491166666666,-0.1011111111111111,1.420053966151457,21.92829757843013,20.410439524478782,u
55,a27-1-02,61226.84171296296,90,342.7491166666666,2.4966666666666666,1.3658914030336178,21.97004214250004,20.410439524478782,u
56,a27-1-03,61226.84295138888,90,342.7491166666666,5.094444444444444,1.3828002112084694,21.956836944471384,20.410439524478782,u
57,a27-1-04,61226.844189814816,90,345.40309999999994,5.094444444444444,1.4014640868560035,21.94244516228939,20.410439524478782,u
58,a27-1-05,61226.84542824074,90,345.40309999999994,2.4966666666666666,1.224186751046747,22.087515365504338,20.410439524478782,u
59,a27-1-06,61226.846666666665,90,345.40309999999994,-0.1011111111111111,1.198025398871278,22.11066470261688,20.410439524478782,u
60,a27-1-07,61226.84790509259,90,348.05708333333325,-0.1011111111111111,0.921259887285922,22.391589862267512,20.410439524478782,u
61,a27-1-08,61226.84914351851,90,348.05708333333325,2.4966666666666666,0.9759718091137,22.329991737736496,20.410439524478782,u
62,a27-1-09,61226.850381944445,90,348.05708333333325,5.094444444444444,1.1802172610289017,22.12670966298141,20.410439524478782,u
63,a27-1-10,61226.85162037037,90,350.7110625,5.094444444444444,1.3617050889013624,21.938942000795212,20.337289407533923,u
64,a27-1-11,61226.85285879629,90,350.7110625,2.4966666666666666,1.1588298787410736,22.111972968132974,20.337289407533923,u
65,a27-1-12,61226.85409722222,90,350.7110625,-0.1011111111111111,0.8328941668103408,22.46495985997597,20.337289407533923,u
66,a27-1-13,61226.85533564814,90,353.3650458333333,-0.1011111111111111,1.0674366151690071,22.19994434708145,20.337289407533923,u
67,a27-1-14,61226.85657407408,90,353.3650458333333,2.4966666666666666,1.3296102641233554,21.96454541539204,20.337289407533923,u
68,a27-1-15,61226.8578125,90,353.3650458333333,5.094444444444444,1.0089714218655257,22.260204168207068,20.337289407533923,u
69,a27-1-16,61226.85905092592,90,356.01902499999994,5.094444444444444,1.039066044605783,22.228768444474035,20.337289407533923,u
70,a27-1-17,61226.86028935185,90,356.01902499999994,2.4966666666666666,1.0961732905293566,22.17150793647726,20.337289407533923,u
71,a27-1-18,61226.86152777778,90,356.01902499999994,-0.1011111111111111,1.2735039267426722,22.01080728025975,20.337289407533923,u
72,a27-1-19,61226.8627662037,90,358.67300833333326,-0.1011111111111111,1.4175679486677497,21.966668886363617,20.4883128847164,u
73,a27-1-20,61226.86400462963,90,358.67300833333326,2.4966666666666666,1.0648501064074871,22.273176882786277,20.4883128847164,u
74,a27-1-21,61226.86524305555,90,358.67300833333326,5.094444444444444,1.2366462205981668,22.11309052514576,20.4883128847164,u
75,a27-1-22,61226.86648148148,90,1.3269874999999998,5.094444444444444,1.212931842561489,22.133833744364896,20.4883128847164,u
76,a27-1-23,61226.86771990741,90,1.3269874999999998,2.4966666666666666,1.1861770741671245,22.157722204868616,20.4883128847164,u
77,a27-1-24,61226.86895833333,90,1.3269874999999998,-0.1011111111111111,1.2721486811546172,22.082758452881915,20.4883128847164,u
78,a27-1-25,61226.87019675926,90,3.980970833333333,-0.1011111111111111,1.4213217973002248,21.96383049364238,20.4883128847164,u
79,a27-1-26,61226.87143518518,90,3.980970833333333,2.4966666666666666,1.073505383877727,22.264521352457,20.4883128847164,u
80,a27-1-27,61226.87267361111,90,3.980970833333333,5.094444444444444,1.1989946642213358,22.146212205560968,20.4883128847164,u
81,a27-1-01,61227.76913194444,90,342.7491166666666,-0.1011111111111111,,15.0,19.5126154943379,r
82,a27-1-02,61227.77037037037,90,342.7491166666666,2.4966666666666666,,15.0,19.5126154943379,r
83,a27-1-03,61227.77160879629,90,342.7491166666666,5.094444444444444,,15.0,19.5126154943379,r
84,a27-1-04,61227.77284722222,90,345.40309999999994,5.094444444444444,,15.0,19.5126154943379,r
85,a27-1-05,61227.77408564815,90,345.40309999999994,2.4966666666666666,,15.0,19.5126154943379,r
86,a27-1-06,61227.77532407407,90,345.40309999999994,-0.1011111111111111,,15.0,19.5126154943379,r
87,a27-1-07,61227.7765625,90,348.05708333333325,-0.1011111111111111,,15.0,19.5126154943379,r
88,a27-1-08,61227.77780092592,90,348.05708333333325,2.4966666666666666,,15.0,19.5126154943379,r
89,a27-1-09,61227.77903935185,90,348.05708333333325,5.094444444444444,,15.0,19.5126154943379,r
90,a27-1-10,61227.780277777776,90,350.7110625,5.094444444444444,,15.0,19.141029522895995,r
91,a27-1-11,61227.7815162037,90,350.7110625,2.4966666666666666,,15.0,19.141029522895995,r
92,a27-1-12,61227.782754629625,90,350.7110625,-0.1011111111111111,,15.0,19.141029522895995,r
93,a27-1-13,61227.78399305556,90,353.3650458333333,-0.1011111111111111,,15.0,19.141029522895995,r
94,a27-1-14,61227.78523148148,90,353.3650458333333,2.4966666666666666,,15.0,19.141029522895995,r
95,a27-1-15,61227.786469907405,90,353.3650458333333,5.094444444444444,,15.0,19.141029522895995,r
96,a27-1-16,61227.78770833333,90,356.01902499999994,5.094444444444444,,15.0,19.141029522895995,r
97,a27-1-17,61227.78894675925,90,356.01902499999994,2.4966666666666666,,15.0,19.141029522895995,r
98,a27-1-18,61227.79018518519,90,356.01902499999994,-0.1011111111111111,,15.0,19.141029522895995,r
99,a27-1-19,61227.79142361111,90,358.67300833333326,-0.1011111111111111,,15.0,18.5,r
100,a27-1-20,61227.79266203704,90,358.67300833333326,2.4966666666666666,,15.0,18.5,r
101,a27-1-21,61227.79390046296,90,358.67300833333326,5.094444444444444,,15.0,18.5,r
102,a27-1-22,61227.79513888888,90,1.3269874999999998,5.094444444444444,,15.0,18.5,r
103,a27-1-23,61227.796377314815,90,1.3269874999999998,2.4966666666666666,,15.0,18.5,r
104,a27-1-24,61227.79761574074,90,1.3269874999999998,-0.1011111111111111,,15.0,18.5,r
105,a27-1-25,61227.79885416666,90,3.980970833333333,-0.1011111111111111,,15.0,18.5,r
106,a27-1-26,61227.80009259259,90,3.980970833333333,2.4966666666666666,,15.0,18.5,r
107,a27-1-27,61227.80133101852,90,3.980970833333333,5.094444444444444,,15.0,18.5,r
108,a27-1-01,61227.80480324074,90,342.7491166666666,-0.1011111111111111,,15.0,19.9849665299498,g
109,a27-1-02,61227.80604166666,90,342.7491166666666,2.4966666666666666,,15.0,19.9849665299498,g
110,a27-1-03,61227.80728009259,90,342.7491166666666,5.094444444444444,,15.0,19.9849665299498,g
111,a27-1-04,61227.80851851852,90,345.40309999999994,5.094444444444444,,15.0,19.9849665299498,g
112,a27-1-05,61227.80975694444,90,345.40309999999994,2.4966666666666666,,15.0,19.9849665299498,g
113,a27-1-06,61227.81099537037,90,345.40309999999994,-0.1011111111111111,,15.0,19.9849665299498,g
114,a27-1-07,61227.81223379629,90,348.05708333333325,-0.1011111111111111,,15.0,19.9849665299498,g
115,a27-1-08,61227.81347222222,90,348.05708333333325,2.4966666666666666,,15.0,19.9849665299498,g
116,a27-1-09,61227.81471064815,90,348.05708333333325,5.094444444444444,,15.0,19.9849665299498,g
117,a27-1-10,61227.81594907407,90,350.7110625,5.094444444444444,,15.0,19.659166188687543,g
118,a27-1-11,61227.8171875,90,350.7110625,2.4966666666666666,,15.0,19.659166188687543,g
119,a27-1-12,61227.81842592592,90,350.7110625,-0.1011111111111111,,15.0,19.659166188687543,g
120,a27-1-13,61227.819664351846,90,353.3650458333333,-0.1011111111111111,,15.0,19.659166188687543,g
121,a27-1-14,61227.82090277778,90,353.3650458333333,2.4966666666666666,,15.0,19.659166188687543,g
122,a27-1-15,61227.8221412037,90,353.3650458333333,5.094444444444444,,15.0,19.659166188687543,g
123,a27-1-16,61227.823379629626,90,356.01902499999994,5.094444444444444,,15.0,19.659166188687543,g
124,a27-1-17,61227.82461805555,90,356.01902499999994,2.4966666666666666,,15.0,19.659166188687543,g
125,a27-1-18,61227.82585648148,90,356.01902499999994,-0.1011111111111111,,15.0,19.659166188687543,g
126,a27-1-19,61227.82709490741,90,358.67300833333326,-0.1011111111111111,,15.0,18.820042643608744,g
127,a27-1-20,61227.82833333333,90,358.67300833333326,2.4966666666666666,,15.0,18.820042643608744,g
128,a27-1-21,61227.829571759255,90,358.67300833333326,5.094444444444444,,15.0,18.820042643608744,g
129,a27-1-22,61227.83081018518,90,1.3269874999999998,5.094444444444444,,15.0,18.820042643608744,g
130,a27-1-23,61227.83204861111,90,1.3269874999999998,2.4966666666666666,,15.0,18.820042643608744,g
131,a27-1-24,61227.83328703704,90,1.3269874999999998,-0.1011111111111111,,15.0,18.820042643608744,g
132,a27-1-25,61227.83452546296,90,3.980970833333333,-0.1011111111111111,,15.0,18.820042643608744,g
133,a27-1-26,61227.835763888885,90,3.980970833333333,2.4966666666666666,,15.0,18.820042643608744,g
